X_id,career_AST,career_FG%,career_PTS,name,position
davisch01,2.2,40.8,8.9,Charlie Davis,Shooting Guard
davisda01,0.9,53.0,8.0,Dale Davis,Power Forward and Center
davisde01,0.4,59.9,4.2,Deyonta Davis,Center
davisdw01,1.6,42.3,8.6,Dwight Davis,Power Forward
davised01,0.8,56.9,6.5,Ed Davis,Center and Power Forward
davisem01,1.8,39.4,4.9,Emanual Davis,Shooting Guard and Point Guard
davisgl01,0.9,44.7,8.0,Glen Davis,Power Forward and Center
davisha01,0.4,43.6,4.0,Harry Davis,Small Forward
davishu01,1.7,45.8,8.2,Hubert Davis,Point Guard and Shooting Guard
davisji01,1.2,46.1,6.7,Jim Davis,Center
davisjo01,4.5,44.8,12.9,Johnny Davis,Point Guard and Shooting Guard
davisjo02,0.3,37.3,2.3,Josh Davis,Power Forward
davisle01,1.0,48.2,7.8,Lee Davis,Power Forward and Center
davisma01,0.4,48.0,3.8,Mark Davis,Small Forward
davisma02,1.3,44.2,5.5,Mark Davis,Small Forward
davisme01,0.9,37.6,5.3,Mel Davis,Power Forward
davismi02,1.0,45.5,5.0,Mickey Davis,Small Forward
davismi01,1.7,42.4,10.1,Mike Davis,Shooting Guard
davismi03,0.0,40.0,1.8,Mike Davis,Power Forward
davismo01,0.0,20.0,1.5,Monti Davis,Power Forward
davispa01,0.4,40.2,2.6,Paul Davis,Power Forward and Center
davisra01,2.8,40.9,8.0,Ralph Davis,Shooting Guard
davisre01,0.3,0.0,0.7,Red Davis,Center
davisri01,3.3,44.6,13.5,Ricky Davis,Small Forward and Shooting Guard
davisro01,0.7,42.0,5.3,Ron Davis,Small Forward
daviste01,0.6,47.2,6.4,Terry Davis,Power Forward and Center
davisty01,0.0,0.0,0.0,Tyler Davis,Center
daviswa01,0.7,37.7,4.8,Walt Davis,Power Forward and Center
daviswa03,3.8,51.1,18.9,Walter Davis,Small Forward and Shooting Guard
daviswa02,2.1,48.0,12.2,Warren Davis,Power Forward and Small Forward
daviswi01,0.3,46.7,2.3,Willie Davis,Center
dawkian01,0.3,16.7,0.8,Andre Dawkins,Shooting Guard
dawkida01,1.3,57.2,12.0,Darryl Dawkins,Center
dawkijo01,5.5,45.6,11.1,Johnny Dawkins,Point Guard
dawkipa01,1.4,47.0,5.5,Paul Dawkins,Small Forward
dawsobr01,0.0,40.0,0.8,Branden Dawson,Power Forward
dawsoer01,0.0,58.3,3.8,Eric Dawson,Center
dawsoji01,1.5,34.6,5.6,Jimmy Dawson,Point Guard
dawsoto01,0.2,46.7,2.8,Tony Dawson,Small Forward
dayto01,1.5,40.6,12.3,Todd Day,Shooting Guard
dayeau01,0.7,40.2,5.2,Austin Daye,Small Forward
dayeda01,2.0,49.1,6.8,Darren Daye,Small Forward
decolna01,1.7,42.9,3.8,Nando De Colo,Shooting Guard and Small Forward
deanegr01,0.9,18.2,1.4,Greg Deane,Shooting Guard
deangbi01,1.0,50.0,1.3,Billy DeAngelis,Guard
debusda01,2.9,43.2,16.1,Dave DeBusschere,Small Forward and Power Forward
declean01,0.6,50.7,4.8,Andrew DeClercq,Center
dedmode01,0.7,53.3,6.5,Dewayne Dedmon,Center
deedo01,0.6,35.7,5.7,Don Dee,Power Forward
deesar01,0.7,40.2,8.1,Archie Dees,Power Forward and Center
deherte01,2.6,41.1,8.0,Terry Dehere,Point Guard and Shooting Guard
dehnere01,0.0,40.0,1.4,Red Dehnert,Forward
dejeabr01,1.1,40.6,5.6,Bryce Dejean-Jones,Shooting Guard
dekkesa01,0.8,47.8,5.5,Sam Dekker,Power Forward
delnevi01,3.2,47.5,9.1,Vinny Del Negro,Point Guard and Shooting Guard
delanma01,2.8,37.7,5.7,Malcolm Delaney,Point Guard
delebi01,1.1,52.8,11.0,Bison Dele,Center and Power Forward
delfica01,1.7,40.1,8.1,Carlos Delfino,Shooting Guard and Small Forward
delgaan01,0.0,20.0,1.5,Angel Delgado,Center
delkto01,1.9,40.8,9.1,Tony Delk,Shooting Guard and Point Guard
dellama01,3.7,39.2,6.0,Matthew Dellavedova,Point Guard and Shooting Guard
delonna01,0.8,47.6,3.8,Nate DeLong,Center
dembofe01,0.2,33.3,1.2,Fennis Dembo,Small Forward
demicla01,0.5,45.9,4.7,Larry Demic,Power Forward
dempsde01,0.5,50.0,3.0,Dell Demps,Shooting Guard and Point Guard
dempsge01,2.3,40.7,5.0,George Dempsey,Point Guard and Shooting Guard
denglu01,2.3,45.6,14.8,Luol Deng,Power Forward and Small Forward
dennake01,1.0,42.9,2.8,Kenny Dennard,Power Forward
dennibl01,0.0,40.0,5.0,Blaine Denning,Guard
dentmju01,1.3,33.3,3.3,Justin Dentmon,Point Guard
dentora01,1.3,47.3,11.5,Randy Denton,Center
deprejo01,1.6,47.7,7.0,Joe DePre,Shooting Guard
derliro01,0.7,41.9,4.8,Rod Derline,Shooting Guard
derozde01,3.4,45.1,19.9,DeMar DeRozan,Shooting Guard
derrima01,0.1,48.5,4.2,Marcus Derrickson,Power Forward
deutsda01,0.8,16.7,1.1,Dave Deutsch,Guard
devlico01,2.1,36.6,7.1,Corky Devlin,Shooting Guard
dezonha01,1.8,24.0,3.4,Hank DeZonie,Center/Forward
dialde01,0.8,37.2,3.1,Derrick Dial,Shooting Guard
diallch01,0.4,58.5,5.5,Cheick Diallo,Power Forward
diallha01,0.3,45.5,3.7,Hamidou Diallo,Shooting Guard
diawbo01,3.5,49.3,8.6,Boris Diaw,Power Forward and Shooting Guard
diawaya01,0.7,35.7,3.5,Yakhouba Diawara,Small Forward and Shooting Guard
diazgu01,0.2,25.0,0.8,Guillermo Diaz,Shooting Guard
dickada01,2.5,40.1,5.8,Dan Dickau,Point Guard
dickeka01,0.1,40.0,1.2,Kaniel Dickens,Small Forward and Power Forward
dickehe01,0.8,36.6,2.0,Henry Dickerson,Shooting Guard and Point Guard
dickemi01,2.6,43.2,15.4,Michael Dickerson,Shooting Guard
dickecl01,0.8,35.0,2.8,Clyde Dickey,Shooting Guard
dickede01,1.1,47.0,6.1,Derrek Dickey,Power Forward
dickedi01,1.1,29.4,2.8,Dick Dickey,Point Guard
dicksjo01,0.1,35.9,1.7,John Dickson,Center
dienetr01,2.4,38.8,4.8,Travis Diener,Point Guard
dienggo01,1.4,50.5,8.0,Gorgui Dieng,Center and Power Forward
dierkco01,1.5,41.7,10.0,Connie Dierking,Center
dietrco01,2.1,46.2,6.1,Coby Dietrick,Power Forward and Center
digreer01,5.1,41.5,9.6,Ernie DiGregorio,Point Guard
dillcr01,0.5,38.3,6.8,Craig Dill,Center
dilladw01,0.7,33.3,1.3,Dwaine Dillard,Small Forward
dillami01,1.0,36.7,2.2,Mickey Dillard,Point Guard
dillebo01,0.7,19.7,5.2,Bob Dille,Forward
dilloho01,0.2,18.2,1.6,Hook Dillon,Forward
dinkiby01,2.1,40.6,3.4,Byron Dinkins,Point Guard
dinkija01,0.4,41.5,2.5,Jackie Dinkins,Small Forward
dinneha01,0.5,31.6,1.7,Harry Dinnel,Forward/Guard
dinwibi01,0.6,36.9,4.4,Bill Dinwiddie,Small Forward and Power Forward
dinwisp01,4.5,40.8,11.0,Spencer Dinwiddie,Point Guard
dioguik01,0.3,50.9,6.0,Ike Diogu,Power Forward
diopde01,0.4,42.7,2.0,DeSagana Diop,Power Forward and Center
dischte01,1.8,50.6,13.8,Terry Dischinger,Shooting Guard and Small Forward
diutefr01,0.6,9.5,1.6,Fred Diute,Shooting Guard
divacvl01,3.1,49.5,11.8,Vlade Divac,Center
divindo01,1.1,40.3,4.9,Donte DiVincenzo,Shooting Guard
dixonju01,1.8,41.3,8.4,Juan Dixon,Point Guard and Shooting Guard
djordal01,0.6,50.0,3.1,Aleksandar Djordjevic,Shooting Guard
doddea01,0.7,22.2,1.7,Earl Dodd,Forward
doleami01,0.6,43.9,4.9,Michael Doleac,Center
dolhojo01,2.3,31.1,6.4,Joe Dolhon,Guard
dollbo01,1.4,28.6,8.4,Bob Doll,Forward/Center
donalja01,0.8,57.1,8.6,James Donaldson,Center
doncilu01,6.0,42.7,21.2,Luka Doncic,Shooting Guard
donhabo01,2.6,48.0,6.7,Bob Donham,Shooting Guard
donovbi01,2.0,40.4,2.4,Billy Donovan,Point Guard
donovha01,0.8,32.7,5.6,Harry Donovan,Guard
doolike01,2.2,41.6,7.0,Keyon Dooling,Shooting Guard and Point Guard
dorseja01,0.3,38.9,2.4,Jacky Dorsey,Small Forward
dorsejo01,0.4,53.4,2.6,Joey Dorsey,Power Forward and Center
dorsero01,0.0,25.0,4.0,Ron Dorsey,Forward
dorsety01,1.3,38.9,6.7,Tyler Dorsey,Shooting Guard
dotsoda01,1.4,42.1,8.2,Damyean Dotson,Shooting Guard
doubyqu01,0.7,38.9,4.1,Quincy Douby,Point Guard
douglbr01,2.1,29.2,1.8,Bruce Douglas,Shooting Guard
dougljo01,2.2,46.1,6.7,John Douglas,Shooting Guard
douglle01,1.1,49.5,7.9,Leon Douglas,Center
douglsh01,5.9,48.4,11.0,Sherman Douglas,Point Guard
douglto01,2.3,40.4,7.6,Toney Douglas,Point Guard and Shooting Guard
douglch01,1.1,43.9,7.1,Chris Douglas-Roberts,Small Forward and Shooting Guard
doveso01,1.0,45.7,11.1,Sonny Dove,Power Forward
doverje01,0.3,33.3,2.0,Jerry Dover,Point Guard
dowdeza01,2.1,40.8,5.0,Zabian Dowdell,Point Guard
downebi01,0.0,0.0,0.0,Bill Downey,Center
downist01,0.4,31.8,2.4,Steve Downing,Center
doyleda01,0.8,50.0,4.0,Danny Doyle,Power Forward
doylemi01,1.0,27.7,3.4,Milton Doyle,Shooting Guard
doziepj01,0.6,39.1,2.6,PJ Dozier,Point Guard and Shooting Guard
doziete01,0.3,33.3,2.4,Terry Dozier,Small Forward
dragigo01,4.8,46.6,13.7,Goran Dragic,Point Guard and Shooting Guard
dragizo01,0.3,36.7,1.8,Zoran Dragic,Shooting Guard
dreilgr01,0.4,46.7,2.1,Greg Dreiling,Center
drewbr01,2.2,38.2,4.4,Bryce Drew,Point Guard
drewjo01,1.7,47.0,20.7,John Drew,Power Forward and Small Forward
drewla01,5.2,46.7,11.4,Larry Drew,Point Guard
drewla02,2.5,32.9,2.9,Larry Drew II,Point Guard
drexlcl01,5.6,47.2,20.4,Clyde Drexler,Shooting Guard
driggna01,0.4,30.2,2.4,Nate Driggers,Shooting Guard
driscte01,0.8,41.9,4.1,Terry Driscoll,Center and Power Forward
drobnpr01,0.8,42.5,7.9,Predrag Drobnjak,Center
drollra01,2.3,50.0,2.5,Ralph Drollinger,Center
drumman01,1.2,54.3,14.1,Andre Drummond,Center
duckedi01,1.4,34.2,3.9,Dick Duckett,Point Guard
duckwke01,0.9,46.8,11.8,Kevin Duckworth,Center
dudlech01,3.4,49.7,5.3,Charles Dudley,Point Guard
dudlech02,0.4,41.2,3.9,Chris Dudley,Power Forward and Center
dudleja01,1.6,46.5,7.7,Jared Dudley,Small Forward and Power Forward and Shooting Guard
duerote01,1.2,46.2,6.7,Terry Duerod,Shooting Guard and Small Forward
duffybo01,0.0,21.9,1.1,Bob Duffy,Forward
duffybo02,1.8,39.6,4.3,Bob Duffy,Point Guard
duhonch01,4.4,39.3,6.5,Chris Duhon,Point Guard
dukandu01,1.0,20.0,6.0,Duje Dukan,Small Forward
dukeswa01,1.1,36.9,10.4,Walter Dukes,Center
dumarjo01,4.5,46.0,16.1,Joe Dumars,Point Guard and Shooting Guard
dumasri01,0.0,20.0,2.0,Rich Dumas,Guard
dumasri02,1.1,50.9,10.6,Richard Dumas,Power Forward and Small Forward
dumasto01,1.2,40.4,7.3,Tony Dumas,Shooting Guard
duncaan01,0.7,40.8,5.5,Andy Duncan,Forward/Center
duncati01,3.0,50.6,19.0,Tim Duncan,Center and Power Forward
dunlemi01,3.9,46.7,8.0,Mike Dunleavy,Point Guard and Shooting Guard
dunlemi02,2.2,44.1,11.2,Mike Dunleavy,Small Forward and Shooting Guard and Power Forward
dunnkr01,4.4,41.7,8.6,Kris Dunn,Point Guard
dunnpa01,1.0,31.1,2.5,Pat Dunn,Shooting Guard
dunntr01,1.6,45.7,5.1,T.R. Dunn,Shooting Guard and Small Forward
duprero01,0.6,42.7,3.5,Ronald Dupree,Small Forward
duranke01,4.1,49.3,27.0,Kevin Durant,Power Forward and Small Forward and Shooting Guard
durenjo01,2.0,43.5,3.5,John Duren,Point Guard
durhaja01,0.0,-,0.0,Jarrett Durham,Forward
durhapa01,0.9,46.9,5.0,Pat Durham,Small Forward
durrade01,1.3,41.4,5.0,Devin Durrant,Small Forward
durreke01,0.5,43.4,4.0,Ken Durrett,Small Forward
duvalde01,0.7,36.1,1.9,Dennis DuVal,Point Guard
duvaltr01,0.7,66.7,1.7,Trevon Duval,Point Guard
dwanja01,2.2,31.8,4.6,Jack Dwan,Forward/Guard
dykemcr01,0.5,45.9,1.3,Craig Dykema,Small Forward
dykerge01,0.5,23.1,1.5,Gene Dyker,Forward
dysonje01,2.0,39.6,7.4,Jerome Dyson,Point Guard
eacklle01,1.7,44.5,10.8,Ledell Eackles,Shooting Guard
eakinji01,1.8,50.4,10.8,Jim Eakins,Center and Power Forward
earlac01,0.3,40.3,5.1,Acie Earl,Center
earleed01,0.0,50.0,2.0,Ed Earle,Power Forward
earlycl01,0.8,34.6,4.3,Cleanthony Early,Small Forward
earlype01,0.0,-,0.0,Penny Early,Guard
eatonma01,1.0,45.8,6.0,Mark Eaton,Center
eavesje01,2.5,47.2,6.7,Jerry Eaves,Point Guard
ebankde01,0.4,38.5,3.6,Devin Ebanks,Shooting Guard and Small Forward
ebbenbi01,0.5,21.4,1.9,Bill Ebben,Guard
eberhal01,0.8,43.3,6.8,Al Eberhard,Small Forward
ebind01,0.2,48.6,2.1,Ndudi Ebi,Shooting Guard and Small Forward
ebronro01,0.5,48.8,6.2,Roy Ebron,Center
eddieja01,0.1,30.2,2.6,Jarell Eddie,Small Forward
eddiepa01,0.0,22.2,1.0,Patrick Eddie,Center
eddledi01,2.1,35.2,12.1,Dike Eddleman,Small Forward
edelike01,1.0,30.8,1.1,Kenton Edelin,Small Forward
edgech01,0.7,50.2,7.7,Charles Edge,Small Forward
edmonbo01,0.4,43.4,7.7,Bobby Edmonds,Small Forward
edmonke01,0.6,44.8,6.0,Keith Edmonson,Shooting Guard
edneyty01,4.0,40.5,7.6,Tyus Edney,Point Guard
edwarbi01,1.3,11.1,2.0,Bill Edwards,Power Forward
edwarbl01,2.0,47.5,10.8,Blue Edwards,Small Forward and Shooting Guard
edwarco01,0.3,32.3,2.7,Corsley Edwards,Center
edwardo01,0.7,37.8,2.4,Doug Edwards,Power Forward
edwarfr01,2.6,44.9,6.1,Franklin Edwards,Point Guard
edwarja01,1.3,49.5,12.7,James Edwards,Center
edwarja02,1.0,42.9,1.8,Jay Edwards,Shooting Guard
edwarjo01,0.1,44.7,1.5,John Edwards,Center
edwarke01,2.7,42.3,10.9,Kevin Edwards,Point Guard and Shooting Guard
edwarsh01,0.0,33.3,1.0,Shane Edwards,Small Forward
edwarvi01,0.0,25.0,1.5,Vince Edwards,Small Forward
eganjo01,3.0,42.9,7.8,Johnny Egan,Point Guard
egglelo01,0.5,25.0,2.0,Lonnie Eggleston,Guard
ehlerbu01,1.8,28.6,8.1,Bulbs Ehlers,Forward/Guard
ehlocr01,2.8,45.3,8.6,Craig Ehlo,Shooting Guard
eichhdi01,3.0,50.0,2.0,Rich Eichhorst,Guard
eisleho01,3.5,40.7,6.5,Howard Eisley,Shooting Guard and Point Guard
ekeziob01,0.2,42.3,3.6,Obinna Ekezie,Center and Power Forward
elamikh01,2.9,37.0,6.3,Khalid El-Amin,Point Guard
eliasdo01,0.0,0.0,0.0,Don Eliason,Forward
eliema01,2.6,47.3,8.6,Mario Elie,Shooting Guard and Small Forward
ellefra01,0.0,11.1,1.0,Ray Ellefson,Center
ellenhe01,0.6,37.7,4.3,Henry Ellenson,Power Forward
ellinwa01,1.1,41.0,8.2,Wayne Ellington,Shooting Guard
elliobo01,1.4,49.4,7.0,Bob Elliott,Power Forward and Center
elliose01,2.6,46.5,14.2,Sean Elliott,Small Forward
ellisbo02,0.7,43.1,3.6,Bo Ellis,Power Forward
ellisbo01,0.7,40.2,5.1,Boo Ellis,Power Forward
ellisda01,1.4,47.9,15.7,Dale Ellis,Small Forward and Shooting Guard
ellisha01,0.6,52.7,5.8,Harold Ellis,Small Forward
ellisjo01,1.4,39.8,8.8,Joe Ellis,Small Forward and Power Forward
ellisla01,1.6,45.2,11.9,LaPhonso Ellis,Power Forward and Small Forward
ellisle02,0.3,43.3,3.0,LeRon Ellis,Center
ellisle01,1.3,44.2,9.7,Leroy Ellis,Center and Power Forward
ellismo01,4.6,45.1,17.8,Monta Ellis,Shooting Guard
ellispe01,1.5,51.0,9.5,Pervis Ellison,Power Forward and Center
elmorle01,0.9,41.0,6.0,Len Elmore,Power Forward and Center
elsonfr01,0.6,47.8,3.7,Francisco Elson,Center
elstoda01,2.6,40.2,7.8,Darrell Elston,Shooting Guard
elyme01,0.7,46.0,5.3,Melvin Ely,Power Forward and Center
embiijo01,3.2,48.1,24.3,Joel Embiid,Center
embrywa01,1.4,44.0,12.5,Wayne Embry,Center
emmetan01,0.1,46.2,1.4,Andre Emmett,Shooting Guard and Small Forward
endrene01,0.3,12.0,0.9,Ned Endress,Forward/Guard
englech01,0.2,41.1,1.8,Chris Engler,Center
englewa01,0.6,37.9,2.5,Wayne Englestad,Power Forward
engliaj01,2.1,43.5,9.9,A.J. English,Shooting Guard
englial01,3.6,50.7,21.5,Alex English,Small Forward
englicl01,0.3,26.2,1.5,Claude English,Forward
englijo01,0.9,41.6,3.6,Jo Jo English,Shooting Guard
engliki01,0.6,37.5,2.9,Kim English,Shooting Guard
englisc01,1.0,41.4,5.6,Scott English,Small Forward
engluge01,0.9,38.0,7.8,Gene Englund,Forward/Center
ennisja01,0.9,45.7,6.5,James Ennis,Small Forward
ennisty01,1.9,41.9,4.2,Tyler Ennis,Point Guard
eppsra01,0.2,43.5,2.0,Ray Epps,Small Forward
erdense01,0.4,54.6,3.8,Semih Erden,Center
eriasbo01,1.4,34.7,8.2,Bo Erias,Small Forward
erickke01,2.6,43.5,9.5,Keith Erickson,Shooting Guard and Small Forward
ervinju01,4.2,50.6,24.2,Julius Erving,Small Forward
eschmev01,0.5,46.3,2.8,Evan Eschmeyer,Center
eskrija01,0.6,36.2,2.8,Jack Eskridge,Center/Forward
esposvi01,0.8,36.0,3.9,Vincenzo Esposito,Point Guard
eubandr01,0.3,57.7,1.8,Drew Eubanks,Power Forward
evansbi01,1.9,36.8,1.9,Billy Evans,Point Guard
evansbo01,1.2,28.0,3.0,Bob Evans,Guard
evansbr01,0.8,38.1,3.7,Brian Evans,Small Forward
evansea01,1.0,45.0,4.4,Earl Evans,Power Forward
evansja02,0.8,34.0,1.3,Jacob Evans,Shooting Guard
evansja01,2.0,34.5,4.2,Jawun Evans,Point Guard
evansje01,0.4,56.9,3.5,Jeremy Evans,Power Forward and Small Forward
evansma01,0.7,44.2,6.7,Maurice Evans,Shooting Guard and Small Forward
evansmi01,2.6,45.2,7.7,Mike Evans,Point Guard and Shooting Guard
evansre01,0.6,46.5,4.1,Reggie Evans,Power Forward
evansty01,4.8,44.0,15.7,Tyreke Evans,Small Forward and Shooting Guard and Point Guard
ewingda01,1.4,38.9,3.4,Daniel Ewing,Shooting Guard and Point Guard
ewingpa01,1.9,50.4,21.0,Patrick Ewing,Power Forward and Center
ewingpa02,0.3,0.0,0.4,Patrick Ewing,Small Forward
exumda01,2.3,40.0,5.9,Dante Exum,Point Guard
eyengch01,0.8,41.1,6.3,Christian Eyenga,Small Forward
ezelife01,0.4,51.3,4.2,Festus Ezeli,Center
ezersjo01,1.3,28.8,7.6,Johnny Ezersky,Forward/Guard
fabeljo01,0.1,26.0,2.1,Joe Fabel,Forward/Guard
faircjo01,0.7,40.4,6.6,John Fairchild,Small Forward
farbmph01,0.8,30.7,3.2,Phil Farbman,Forward
farieke01,1.0,54.6,11.4,Kenneth Faried,Center and Power Forward
farledi01,1.8,38.4,6.5,Dick Farley,Shooting Guard
farmajo01,2.9,42.3,7.7,Jordan Farmar,Point Guard
farmede01,1.0,31.0,2.4,Desmon Farmer,Shooting Guard
farmeji01,0.8,42.8,5.3,Jim Farmer,Shooting Guard
farmemi01,1.3,39.3,6.7,Mike Farmer,Small Forward
farmeto01,0.8,39.5,5.3,Tony Farmer,Center and Power Forward
faughbo01,0.6,29.5,6.7,Bob Faught,Forward
favervi01,0.4,43.5,4.4,Vitor Faverani,Center
favorde01,1.1,52.5,11.6,Derrick Favors,Center and Power Forward
fazekni01,0.4,56.1,4.1,Nick Fazekas,Power Forward
fedorda01,0.1,30.0,0.9,Dave Fedor,Forward
feeribo01,2.0,36.2,13.3,Bob Feerick,Forward/Guard
feherbu01,0.8,53.1,5.2,Butch Feher,Shooting Guard
feickja01,0.7,42.4,4.5,Jamie Feick,Power Forward and Center
feierro01,0.6,28.6,3.0,Ron Feiereisel,Guard
feigege01,1.1,22.8,3.1,George Feigenbaum,Point Guard
feitlda01,0.5,43.3,4.3,Dave Feitl,Center
feldeka01,1.3,36.4,3.8,Kay Felder,Point Guard
feliccr01,0.7,56.8,4.6,Cristiano Felicio,Center
felixca01,0.6,50.0,2.7,Carrick Felix,Shooting Guard
felixno01,0.2,24.0,1.5,Noel Felix,Small Forward
felixra01,0.7,41.2,10.9,Ray Felix,Center
feltora01,5.2,41.2,11.2,Raymond Felton,Point Guard and Shooting Guard
fendlja01,0.9,34.4,2.8,Jake Fendley,Point Guard and Shooting Guard
fenlewa01,0.5,22.5,2.6,Warren Fenley,Forward
fergude01,0.1,41.7,1.9,Desmond Ferguson,Small Forward
fergute01,0.7,42.5,5.2,Terrance Ferguson,Shooting Guard
fernaru01,2.2,39.9,9.1,Rudy Fernandez,Shooting Guard
fernser01,0.4,44.5,2.4,Eric Fernsten,Power Forward and Center
ferraal01,2.5,36.8,6.8,Al Ferrari,Small Forward and Shooting Guard
ferrero01,0.1,5.6,0.8,Rolando Ferreira,Center
ferredu01,0.9,48.0,6.4,Duane Ferrell,Small Forward
ferreyo01,2.6,42.3,8.6,Yogi Ferrell,Shooting Guard and Point Guard
ferriar01,1.6,33.2,5.8,Arnie Ferrin,Forward/Guard
ferrybo01,1.4,43.3,9.1,Bob Ferry,Center and Power Forward
ferryda01,1.3,44.6,7.0,Danny Ferry,Small Forward and Power Forward
fesenky01,0.3,49.6,2.3,Kyrylo Fesenko,Center
fieldbo01,0.9,45.8,2.5,Bobby Fields,Guard
fieldke01,1.0,47.4,6.2,Kenny Fields,Small Forward
fieldla01,1.6,47.3,6.8,Landry Fields,Shooting Guard and Small Forward
filipro01,0.4,38.3,2.3,Ron Filipek,Forward
fillmgr01,0.4,40.3,2.4,Greg Fillmore,Center
finchla01,2.4,43.1,8.6,Larry Finch,Shooting Guard
finkeha01,0.8,44.9,5.1,Hank Finkel,Center
finlemi01,2.9,44.4,15.7,Michael Finley,Small Forward and Shooting Guard
finnda01,4.0,32.7,7.3,Danny Finn,Shooting Guard and Point Guard
finnedo01,1.0,40.5,5.9,Dorian Finney-Smith,Small Forward and Power Forward
fishma01,0.5,50.0,3.5,Matt Fish,Center
fishede01,3.0,39.9,8.3,Derek Fisher,Point Guard and Shooting Guard
fisheri01,0.4,52.9,3.1,Richard Fisher,Power Forward
fitchge01,1.8,33.7,4.7,Gerald Fitch,Point Guard
fitzgbo01,0.6,19.4,3.1,Bob Fitzgerald,Forward/Center
fitzgdi01,0.7,23.7,4.5,Dick Fitzgerald,Forward
fizerma01,1.2,43.5,9.6,Marcus Fizer,Small Forward and Power Forward
fleisje01,1.6,27.7,5.8,Jerry Fleishman,Shooting Guard
flemial01,0.4,48.4,2.0,Al Fleming,Small Forward
flemied01,1.9,35.9,8.6,Ed Fleming,Shooting Guard and Small Forward
flemive01,4.8,49.8,11.3,Vern Fleming,Point Guard
florelu01,0.7,48.3,2.2,Luis Flores,Point Guard
flowebr01,0.9,53.4,4.9,Bruce Flowers,Power Forward
floydsl01,5.4,44.4,12.8,Sleepy Floyd,Shooting Guard and Point Guard
flynnjo01,3.9,40.0,9.2,Jonny Flynn,Point Guard
flynnmi01,2.2,41.9,6.2,Mike Flynn,Point Guard and Shooting Guard
foglela01,0.0,20.0,1.0,Larry Fogle,Shooting Guard
foleyja01,0.5,39.2,4.8,Jack Foley,Forward
fontais01,0.7,21.4,1.8,Isaac Fontaine,Shooting Guard
fontale01,0.6,36.6,3.8,Levi Fontaine,Shooting Guard
footeje01,0.0,33.3,1.0,Jeff Foote,Center
forbebr01,1.4,43.7,8.2,Bryn Forbes,Shooting Guard
forbega01,0.9,43.4,5.8,Gary Forbes,Small Forward and Shooting Guard
fordal01,0.9,30.8,3.2,Alphonso Ford,Shooting Guard and Point Guard
fordal02,0.2,50.7,2.5,Alton Ford,Power Forward
fordbo01,0.4,29.4,1.6,Bob Ford,Small Forward
fordch01,3.4,46.0,9.2,Chris Ford,Shooting Guard
forddo01,1.4,46.4,6.4,Don Ford,Small Forward and Power Forward
fordja01,1.1,46.2,4.1,Jake Ford,Point Guard
fordph01,6.4,46.7,11.6,Phil Ford,Point Guard
fordsh02,0.0,66.7,1.3,Sharrod Ford,Power Forward
fordsh01,0.2,37.5,3.2,Sherell Ford,Small Forward
fordtj01,5.8,43.3,11.2,T.J. Ford,Point Guard
formado01,1.7,29.4,4.1,Donnie Forman,Guard
forreba01,2.1,44.9,4.1,Bayard Forrest,Center
fortejo01,0.7,23.4,1.2,Joseph Forte,Shooting Guard
fortsco01,1.0,34.4,3.5,Courtney Fortson,Point Guard
fortsda01,0.7,47.2,8.2,Danny Fortson,Center and Power Forward
fostefr01,1.1,41.4,7.8,Fred Foster,Small Forward
fostegr01,0.5,44.0,3.9,Greg Foster,Center and Power Forward
fosteje01,0.9,49.7,4.9,Jeff Foster,Center
fosteja01,2.1,37.3,3.7,Jimmy Foster,Point Guard
fostero01,2.3,44.0,7.5,Rod Foster,Point Guard
fotsian01,0.4,40.4,3.9,Antonis Fotsis,Power Forward
fournev01,2.5,44.6,13.5,Evan Fournier,Small Forward and Shooting Guard
foustla01,1.7,40.5,13.7,Larry Foust,Center
fowleca01,1.6,45.5,4.4,Calvin Fowler,Shooting Guard
fowleje01,0.3,30.8,1.5,Jerry Fowler,Center
fowlktr01,0.5,40.9,2.9,Tremaine Fowlkes,Small Forward
foxde01,5.9,43.9,14.6,De'Aaron Fox,Point Guard
foxha01,1.0,37.5,3.1,Harold Fox,Point Guard
foxji01,1.6,47.9,9.3,Jim Fox,Center
foxri01,2.8,45.0,9.6,Rick Fox,Small Forward
foyera01,2.8,40.1,10.3,Randy Foye,Point Guard and Shooting Guard
foylead01,0.5,47.7,4.1,Adonal Foyle,Center
frahmri01,0.6,41.1,3.6,Richie Frahm,Shooting Guard and Small Forward
francst01,6.0,42.9,18.1,Steve Francis,Shooting Guard and Point Guard
frankte01,1.0,43.9,6.5,Tellis Frank,Power Forward
frankna01,0.5,14.8,2.7,Nat Frankel,Forward/Guard
frankja01,0.4,41.5,1.8,Jamaal Franklin,Shooting Guard
frankwi01,0.6,41.5,6.1,William Franklin,Power Forward
franzro01,1.7,44.7,11.7,Ronald Franz,Small Forward
frazime01,0.1,33.3,1.5,Melvin Frazier,Shooting Guard
fraziti01,4.1,41.2,5.2,Tim Frazier,Point Guard
fraziwa01,6.1,49.0,18.9,Walt Frazier,Point Guard
fraziwi01,1.1,41.5,9.8,Will Frazier,Center and Power Forward
fredean01,0.9,43.9,4.9,Anthony Frederick,Small Forward
fredeji01,1.4,40.9,6.0,Jimmer Fredette,Shooting Guard and Point Guard
freewo01,3.7,45.6,20.3,World B. Free,Point Guard and Shooting Guard
